id,name,abv,ibu,target_fg,target_og,ebc,srm,ph,attenuation_level,volume,boil_volume,method,ingredients,food_pairing
168,Jack Hammer,7.2,250.0,1010.0,1065.0,15.0,7.5,4.4,84.6,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 5.8, 'unit': 'kilograms'}}], 'hops': [{'name': 'Centennial', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Columbus Extract', 'amount': {'value': 30, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Centennial', 'amount': {'value': 18.75, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Columbus', 'amount': {'value': 18.75, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Columbus', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Citra', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Simcoe', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['Phall Curry', 'Pork burrito with a habanero and mango chilli salsa', 'Ginger and grapefruit poundcake']"
169,AB:19,13.1,,,,,,,,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': None, 'unit': 'celsius'}, 'duration': None}], 'fermentation': {'temp': {'value': None, 'unit': 'celsius'}}, 'twist': 'This beer is an odd one in our collection as it is a blend of two recipes that feature elsewhere. These recipes are #123 Everyday Anarchy and #124 Black Jacques. Both Imperial Saisons spent a little under a year in white and red wine barrels respectively. However, while the pair were being tasted to determine their readiness to be released, a fun game of blending turned into a light bulb moment. The beers were blended and laid down once more in our barrel cellar, this time being infused with the heady note of rum. We were so excited about this mystical blend that we ended up using up all the beer that had been lovingly aged. It would have been a travesty for these beers to go unrecognised as the unique individuals they were, so we brewed them again in 2013 to be released as had always been intended. Age the individual beers separately before blending and ageing further on oak chips soaked in rum.'}","{'malt': [], 'hops': [], 'yeast': None}","['Game terrine', 'Spiced fruit cake', 'Chocolate, cherry and hazelnut mousse']"
170,Bashah (w/ Stone Brewing Co),9.7,100.0,1015.0,1088.0,30.0,15.3,4.4,83.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 175}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 8.13, 'unit': 'kilograms'}}, {'name': 'Chocolate', 'amount': {'value': 0.16, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 3', 'amount': {'value': 0.48, 'unit': 'kilograms'}}], 'hops': [{'name': 'Hercules', 'amount': {'value': 31.3, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Magnum', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Magnum', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Hercules', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 3522 - Belgian Ardennes™'}","['Chocolate crème brûlée with raspberries', 'Thyme, rosemary and black pepper rubbed roast beef served with fried green beans', 'Angus beef cheeseburger']"
171,Challenger,6.7,67.0,1013.0,1064.0,19.0,9.5,4.4,79.7,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 68, 'unit': 'celsius'}, 'duration': None}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Extra Pale - Spring Blend', 'amount': {'value': 5.87, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.37, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.19, 'unit': 'kilograms'}}], 'hops': [{'name': 'Challenger', 'amount': {'value': 85, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Challenger', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Challenger', 'amount': {'value': 250, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Caramelized onion and steak pie', 'Chicken Khua Kling (dry Thai curry)', 'Lemon drizzle cake']"
172,Single Hop Enigma IPA - B-Sides,5.0,50.0,1011.0,1050.0,10.0,5.0,4.4,78.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 60, 'unit': 'celsius'}, 'duration': 10}, {'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 30}, {'temp': {'value': 72, 'unit': 'celsius'}, 'duration': 10}, {'temp': {'value': 78, 'unit': 'celsius'}, 'duration': 5}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Propino Pale Malt', 'amount': {'value': 4.1, 'unit': 'kilograms'}}], 'hops': [{'name': 'Enigma', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Enigma', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Enigma', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1056 - American Ale™ & Wyeast 1272 - American Ale II™'}","['Jalapeño poppers with blue cheese dip', 'T-bone steak with fried onions', 'Carrot cake with cream cheese frosting']"
173,Chinook - IPA Is Dead,7.2,100.0,1010.0,1064.0,12.0,6.0,4.4,84.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 6.39, 'unit': 'kilograms'}}], 'hops': [{'name': 'Chinook', 'amount': {'value': 13.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Chinook', 'amount': {'value': 41.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 41.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Chicken fajita spiced monteray jack quesadillas', 'Chilli lime and coriander marinated king prawn cocktail', 'Margarita key lime pie']"
174,Konnichiwa Kitsune,4.4,70.0,1012.0,1045.0,30.0,15.0,4.4,82.9,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 20, 'unit': 'celsius'}}, 'twist': 'Yuzu juice: 250g at FV'}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 6.13, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.86, 'unit': 'kilograms'}}], 'hops': [{'name': 'Amarillo', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Citra', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Cascade', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Amarillo', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Citra', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Cascade', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 18.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavoour'}, {'name': 'Citra', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavouor'}, {'name': 'Cascade', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Citra', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Amarillo', 'amount': {'value': 137.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Cascade', 'amount': {'value': 87.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['Fresh seared tuna and rocket salad', 'Lemon meringue pie', 'Baked chicken with yuzu reduction']"
175,San Diego Scotch Ale (w/Ballast Point),9.0,70.0,1018.0,1090.0,190.0,95.0,4.4,80.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 50}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': 'Age in whisky casks with rum soaked raisins'}","{'malt': [{'name': 'Pale Ale - Tipple', 'amount': {'value': 8.32, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 1.79, 'unit': 'kilograms'}}, {'name': 'Crystal', 'amount': {'value': 1.19, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.59, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 1', 'amount': {'value': 0.12, 'unit': 'kilograms'}}], 'hops': [{'name': 'First Gold', 'amount': {'value': 125, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Challenger', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 125, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['Venison stroganoff', 'Chilli dog', 'Toffee chocolate cheesecake']"
176,Old World India Pale Ale,7.5,80.0,1012.0,1069.0,50.0,25.0,4.4,82.6,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': None}], 'fermentation': {'temp': {'value': 22, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Maris Otter Extra Pale', 'amount': {'value': 6.25, 'unit': 'kilograms'}}, {'name': 'Amber', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.25, 'unit': 'kilograms'}}], 'hops': [{'name': 'Bramling Cross', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'First Gold', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Bramling Cross', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['Honey glazed ham with spicy roasted carrots', 'Mature cheddar with spicy chutney', 'Peach cobbler']"
177,Dog D,16.1,85.0,1015.0,1125.0,400.0,200.0,4.3,84.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 63, 'unit': 'celsius'}, 'duration': 90}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': 'Add 1 naga chilli in the FV'}","{'malt': [{'name': 'Pale Ale', 'amount': {'value': 7.5, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.75, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.75, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 1', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 3', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 0.75, 'unit': 'kilograms'}}, {'name': 'Brown', 'amount': {'value': 0.75, 'unit': 'kilograms'}}], 'hops': [{'name': 'Chinook', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Fuggles', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Fuggles', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Willamette', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Ginger Powder', 'amount': {'value': 1.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Honey', 'amount': {'value': 1250, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Cold Infused Coffee', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1272 - American Ale II™'}","['Sriracha infused shredded beef', 'Chipotle steak tacos', 'Chilli chocolate fondant']"
178,Simcoe,6.7,70.0,1012.0,1063.0,30.0,15.0,4.4,81.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': None}], 'fermentation': {'temp': {'value': 99, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 4.75, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.32, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.06, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.32, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Simcoe', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 250, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Beer roasted chicken', 'Ham and pineapple pizza', 'Chocolate cake drizzled with orange']"
179,How To Disappear Completely,3.5,198.0,1010.0,1037.0,37.0,19.0,4.4,73.0,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 2, 'unit': 'kilograms'}}, {'name': 'Wheat Malt', 'amount': {'value': 0.31, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.31, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.63, 'unit': 'kilograms'}}, {'name': 'Pale Crystal 60', 'amount': {'value': 0.31, 'unit': 'kilograms'}}, {'name': 'Dark Crystal 350', 'amount': {'value': 0.081, 'unit': 'kilograms'}}, {'name': 'Amber', 'amount': {'value': 0.081, 'unit': 'kilograms'}}, {'name': 'Chocolate', 'amount': {'value': 0.081, 'unit': 'kilograms'}}], 'hops': [{'name': 'Centennial', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Centennial', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Centennial', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Columbus', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Centennial', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Columbus', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 18.8, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Columbus', 'amount': {'value': 18.8, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Galena', 'amount': {'value': 18.8, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 18.8, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 3522 - Belgian Ardennes™'}","['Spicy pork sausages with red potato mash', 'Turnip beef stew with crusty fresh baked bread', 'Summer berry cheesecake']"
180,Doodlebug,2.5,35.0,1008.0,1027.0,10.0,5.0,4.2,70.4,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': None}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Pilsner', 'amount': {'value': 1.69, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.38, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.13, 'unit': 'kilograms'}}], 'hops': [{'name': 'Chinook', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Amarillo', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Mosaic', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Chinook', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Mosaic', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Lightly curried spiced chickpea dip', 'Fried calamari with a mild sauce', 'Lemon sherbet cookies']"
181,Vic Secret,7.4,70.0,1012.0,1069.0,30.0,15.0,4.4,82.6,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Extra Pale', 'amount': {'value': 6.4, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.63, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.06, 'unit': 'kilograms'}}], 'hops': [{'name': 'Vic Secret', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Vic Secret', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Vic Secret', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Vic Secret', 'amount': {'value': 250, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Roasted duck', 'Gorgonzola and rye nut bread with smoked honey ham', 'Raspberry coffee cheesecake']"
182,All Day Long - Prototype Challenge,2.8,30.0,1012.0,1032.5,42.0,21.0,4.4,63.1,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 30}], 'fermentation': {'temp': {'value': 22, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Caramalt', 'amount': {'value': 3.13, 'unit': 'kilograms'}}], 'hops': [{'name': 'Columbus', 'amount': {'value': 8.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Cascade', 'amount': {'value': 20.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 20.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Columbus', 'amount': {'value': 20.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Ahtanum', 'amount': {'value': 20.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Cascade', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Amarillo', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Ale™'}","['Chunky orange marmalade on toast', 'Prawn toast with sweet chilli sauce', 'Lemon tart']"
183,Nuns With Guns,4.2,25.0,1012.0,1044.0,19.0,9.5,4.4,72.7,"{'value': 20, 'unit': 'litres'}","{'value': 25, 'unit': 'litres'}","{'mash_temp': [{'temp': {'value': 70, 'unit': 'celsius'}, 'duration': None}], 'fermentation': {'temp': {'value': 16, 'unit': 'celsius'}}, 'twist': None}","{'malt': [{'name': 'Maris Otter Extra Pale', 'amount': {'value': 3.38, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.63, 'unit': 'kilograms'}}], 'hops': [{'name': 'Cascade', 'amount': {'value': 1.25, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Cascade', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Amarillo', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Cascade', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 2007 - Pilsen Lager™'}","['Falafel and hummus pitta wrap', 'Bratwurst with spicy relish', 'Strawberry tart']"
